"institution_name","state","control","debt_mdn","earn_mdn_10y","average_cost"
"Wofford College","SC",2,"20500",68964,69601
"York Technical College","SC",1,"5136",37257,15399
"Augustana University","SD",2,"21250",59217,53169
"Black Hills State University","SD",1,"15000",46674,21343
"Dakota State University","SD",1,"14250",50970,24447
"Dakota Wesleyan University","SD",2,"19500",53728,42473
"Lake Area Technical College","SD",1,"9888",45473,18239
"Mitchell Technical College","SD",1,"8403",50743,16241
"Mount Marty University","SD",2,"14750",48179,45209
"National American University-Rapid City","SD",3,"20120",37325,29232
"Northern State University","SD",1,"15750",47618,22223
"Oglala Lakota College","SD",1,"PS",22517,9841
"South Dakota School of Mines and Technology","SD",1,"17306",72257,24865
"South Dakota State University","SD",1,"16246",55070,22761
"Sinte Gleska University","SD",1,"PS",20948,15533
"University of Sioux Falls","SD",2,"16141",54521,32728
"Sisseton Wahpeton College","SD",1,"PS",31546,9887
"Southeast Technical College","SD",1,"9500",46709,20880
"University of South Dakota","SD",1,"17500",51926,23544
"Western Dakota Technical College","SD",1,"9500",40240,20885
"American Baptist College","TN",2,"19000",41216,27241
"Austin Peay State University","TN",1,"13202",44301,26790
"Baptist Health Sciences University","TN",2,"16170",72529,21438
"Belmont University","TN",2,"17500",55930,60480
"Bethel University","TN",2,"16750",47482,32270
"Bryan College-Dayton","TN",2,"13000",54434,29541
"Carson-Newman University","TN",2,"14519",48382,46345
"Chattanooga State Community College","TN",1,"7249",37598,13214
"Christian Brothers University","TN",2,"17589",57478,45919
"Cleveland State Community College","TN",1,"5481",36671,14003
"Columbia State Community College","TN",1,"5500",40256,12668
"Cumberland University","TN",2,"11250",57687,41657
"Lipscomb University","TN",2,"15350",55541,53549
"Dyersburg State Community College","TN",1,"4475",36132,13028
"East Tennessee State University","TN",1,"14400",44859,25947
"Chattanooga College Medical Dental and & Technical Careers","TN",3,"5457",25954,34726
"Fisk University","TN",2,"14250",45454,37653
"Welch College","TN",2,"11375",42198,35131
"Freed-Hardeman University","TN",2,"16750",47485,36972
"Jackson State Community College","TN",1,"PS",35224,15304
"John A Gupton College","TN",2,"5999",46902,29705
"Johnson University","TN",2,"13500",40596,30424
"King University","TN",2,"18000",59831,47469
"South College","TN",3,"9500",36642,30181
"Lane College","TN",2,"16750",31670,23608
"Le Moyne-Owen College","TN",2,"17000",35594,19270
"Lee University","TN",2,"19500",43222,34299
"Lincoln Memorial University","TN",2,"15337",49956,39096
"The University of Tennessee Southern","TN",1,"11175",38924,25827
"Maryville College","TN",2,"15000",49279,53162
"University of Memphis","TN",1,"15809",48458,25164
"Middle Tennessee State University","TN",1,"14093",48541,22754
"Motlow State Community College","TN",1,"3000",40397,18272
"Nashville State Community College","TN",1,"6500",38519,13214
"Rhodes College","TN",2,"19349",66651,68055
"Roane State Community College","TN",1,"6426",39407,11021
"Southwest Tennessee Community College","TN",1,"PS",34071,12649
"The University of the South","TN",2,"17750",64911,68704
"Pellissippi State Community College","TN",1,"5500",38440,13280
"Southern Adventist University","TN",2,"18000",53723,37875
"Tennessee Wesleyan University","TN",2,"14000",45989,36828
"The University of Tennessee-Chattanooga","TN",1,"12000",51151,23563
"The University of Tennessee-Knoxville","TN",1,"16000",60249,32658
"The University of Tennessee-Martin","TN",1,"12981",44213,21628
"Tennessee State University","TN",1,"17500",42730,23828
"Tennessee Technological University","TN",1,"11000",48501,25338
"Trevecca Nazarene University","TN",2,"14750",49378,38726
"Northeast State Community College","TN",1,"3500",34553,14129
"Tusculum University","TN",2,"14250",44367,43172
"Union University","TN",2,"16666",53990,55790
"Vanderbilt University","TN",2,"12913",91565,84412
"Volunteer State Community College","TN",1,"4727",41150,16077
"Walters State Community College","TN",1,"3277",37085,12827
"William R Moore College of Technology","TN",2,"PS",32194,21697
"Abilene Christian University","TX",2,"14750",55736,56121
"Alvin Community College","TX",1,"3500",45762,11329
"Amarillo College","TX",1,"9500",41302,11411
"Angelina College","TX",1,"PS",37301,15213
"Angelo State University","TX",1,"12394",50116,21625
"Arlington Baptist University","TX",2,"9500",44644,32374
"Austin College","TX",2,"17500",61296,59654
"Austin Community College District","TX",1,"6126",43177,11156
"Baylor University","TX",2,"19500",65793,70130
"Coastal Bend College","TX",1,"7445",35086,11044
"Blinn College District","TX",1,"5500",46318,19233
"Remington College-Dallas Campus","TX",2,"9500",31349,34438
"Vet Tech Institute of Houston","TX",3,"12000",35765,19784
"Brazosport College","TX",1,"4250",45910,8423
"Central Texas College","TX",1,"5250",40995,11792
"Cisco College","TX",1,"6500",39092,16346
"Clarendon College","TX",1,"5500",38696,15253
"Concordia University Texas","TX",2,"15134",60883,52098
"North Central Texas College","TX",1,"6020",45809,10212
"Texas A & M University-Corpus Christi","TX",1,"15273",51865,24562
"Dallas Baptist University","TX",2,"16000",56807,49343
"Dallas Christian College","TX",2,"15000",43503,32916
"Dallas Institute of Funeral Service","TX",2,"7664",45866,21593
"University of Dallas","TX",2,"18478",58285,64752
"Del Mar College","TX",1,"3500",38656,12022
"East Texas Baptist University","TX",2,"15030",52788,41833
"Texas A&M University-Texarkana","TX",1,"12500",45515,22143
"East Texas A&M University","TX",1,"14250",50296,23663
"Dallas College","TX",1,"5500",41714,9641
"El Paso Community College","TX",1,"5231",35212,12741
"Frank Phillips College","TX",1,"5500",37179,14727
"Galveston College","TX",1,"7250",37233,14555
"Grayson College","TX",1,"7500",40873,12290
"Hardin-Simmons University","TX",2,"13359",54771,45059
"Trinity Valley Community College","TX",1,"6707",38567,13707
"Hill College","TX",1,"8088",39572,13230
"Houston Christian University","TX",2,"11000",55933,47605
"University of Houston-Clear Lake","TX",1,"13548",59004,23788
"Houston Community College","TX",1,"8752",39254,12065
"University of Houston-Downtown","TX",1,"13750",53551,23017
"University of Houston-Victoria","TX",1,"13565",54467,21179
"University of Houston","TX",1,"14000",62377,25056
"Howard College","TX",1,"6250",38382,14227
"Howard Payne University","TX",2,"11892",48376,44579
"Huston-Tillotson University","TX",2,"15999",42937,25336
"University of the Incarnate Word","TX",2,"21231",56733,45850
"Jacksonville College-Main Campus","TX",2,"3500",38885,18510
"Jarvis Christian University","TX",2,"12000",32992,25054
"KD Conservatory College of Film and Dramatic Arts","TX",3,"12000",30187,28717
"Kilgore College","TX",1,"9500",37975,14924
"Lamar University","TX",1,"12500",49652,21626
"Lamar State College-Orange","TX",1,"8125",36587,7609
"Lamar State College-Port Arthur","TX",1,"7125",37120,11281
"Laredo College","TX",1,"2334",33934,11323
"Texas A & M International University","TX",1,"11000",48386,14767
"Lee College","TX",1,"5813",42178,12050
"LeTourneau University","TX",2,"19000",57103,48206
"Lubbock Christian University","TX",2,"15750",53787,40493
"College of the Mainland","TX",1,"5156",39639,8014
"University of Mary Hardin-Baylor","TX",2,"15750",56132,45235
"McLennan Community College","TX",1,"6136",39163,13382
"McMurry University","TX",2,"19000",48779,43087
"Midland College","TX",1,"6300",43958,12519
"Midwestern State University","TX",1,"13051",55747,22411
"Wade College","TX",3,"14608",36657,28347
"Navarro College","TX",1,"7926",38716,17659
"Lone Star College System","TX",1,"5500",42466,14637
"University of North Texas","TX",1,"14000",57010,25470
"Northeast Texas Community College","TX",1,"9500",37870,14594
"Odessa College","TX",1,"6000",42026,12315
"Our Lady of the Lake University","TX",2,"17084",48675,42137
"The University of Texas Rio Grande Valley","TX",1,"9593",49620,18343
"Texas Southmost College","TX",1,"6125",41900,11487
"Panola College","TX",1,"6000",36072,12950
"Paris Junior College","TX",1,"4300",36515,12951
"Paul Quinn College","TX",2,"11090",29288,24912
"Prairie View A & M University","TX",1,"17500",45411,25958
"Ranger College","TX",1,"5792",35552,14685
"Aviation Institute of Maintenance-Houston","TX",3,"21413",58327,28108
"Rice University","TX",2,"9716",89718,74110
"Saint Edward's University","TX",2,"20000",58826,64975
"St Philip's College","TX",1,"7250",38224,11406
"University of St Thomas","TX",2,"12548",59224,44151
"Sam Houston State University","TX",1,"16500",54211,24517
"San Antonio College","TX",1,"6500",39711,11576
"San Jacinto Community College","TX",1,"5750",43062,14990
"Schreiner University","TX",2,"13500",52228,46294
"St. Mary's University","TX",2,"19500",56955,46368
"South Plains College","TX",1,"6724",41276,12880
"Southern Methodist University","TX",2,"15311",78354,82532
"Southwest Texas College","TX",1,"5750",35563,13579
"Nelson University","TX",2,"14750",46238,32765
"Southwestern University","TX",2,"19500",56878,63645
"Stephen F Austin State University","TX",1,"17750",49634,24231
"Texas State University","TX",1,"14993",56906,26348
"Southwestern Adventist University","TX",2,"21500",52946,35804
"Southwestern Christian College","TX",2,"PS",32672,21900
"Sul Ross State University","TX",1,"11000",41871,23759
"Tarleton State University","TX",1,"13989",53040,22981
"Tarrant County College District","TX",1,"5500",42727,11720
"Temple College","TX",1,"7991",38678,11400
"Texarkana College","TX",1,"9487",34647,13580
"Texas A&M University-Kingsville","TX",1,"15873",51450,22262
"Texas A&M University-College Station","TX",1,"15000",72097,32085
"The University of Texas at Arlington","TX",1,"11791",63199,25265
"The University of Texas at Austin","TX",1,"18909",75121,29842
"The University of Texas at Dallas","TX",1,"13750",68227,28210
"The University of Texas at El Paso","TX",1,"12573",50923,19327
"The University of Texas at Tyler","TX",1,"12500",57053,23669
"Texas Christian University","TX",2,"19000",68424,72778
"Texas College","TX",2,"19500",33752,20832
"Texas Lutheran University","TX",2,"14315",53863,47548
"The University of Texas Permian Basin","TX",1,"12285",56073,21727
"The University of Texas at San Antonio","TX",1,"15000",57131,21474
"Texas Southern University","TX",1,"16250",38924,24899
"Texas Tech University","TX",1,"15250",62454,27472
"Texas Wesleyan University","TX",2,"13992",54053,50619
"Texas Woman's University","TX",1,"14000",56544,20399
"Trinity University","TX",2,"19500",71668,65774
"Tyler Junior College","TX",1,"6500",38140,15881
"Vernon College","TX",1,"7000",40464,13676
"Victoria College","TX",1,"7256",42382,11112
"Wayland Baptist University","TX",2,"15467",51838,34762
"Weatherford College","TX",1,"6500",42397,15148
"West Texas A & M University","TX",1,"12620",50741,23383
"Western Texas College","TX",1,"5500",42508,12444
"Wharton County Junior College","TX",1,"5500",44960,10406
"Wiley University","TX",2,"16833",33159,20322
"Brigham Young University","UT",2,"8310",75790,20879
"Brigham Young University-Hawaii","HI",2,"5500",52064,22970
"Utah Tech University","UT",1,"7191",44570,19660
"Eagle Gate College-Murray","UT",3,"20000",37518,33925
"Ensign College","UT",2,"3500",50630,13892
"Snow College","UT",1,"4500",41022,12190
"Southern Utah University","UT",1,"7751",50296,19512
"Utah State University","UT",1,"9500",54022,21050
"Utah Valley University","UT",1,"8899",55486,15172
"Salt Lake Community College","UT",1,"4408",47867,12884
"University of Utah","UT",1,"14000",67170,21799
"Weber State University","UT",1,"9666",56287,16172
"Westminster University","UT",2,"18500",66215,56801
"Bennington College","VT",2,"19250",38289,82968
"Champlain College","VT",2,"19500",58386,63000
"Community College of Vermont","VT",1,"5702",36234,16717
"Goddard College","VT",2,"16750",25552,36263
"Middlebury College","VT",2,"11522",76310,82260
"Norwich University","VT",2,"17501",65575,65098
"Saint Michael's College","VT",2,"21500",61317,67174
"Sterling College","VT",2,"13625",30573,52300
"Vermont State University","VT",1,"11000",50331,30074
"University of Vermont","VT",1,"17500",62472,35116
"Advanced Technology Institute","VA",3,"12000",46342,25540
"Averett University","VA",2,"16750",51516,51456
"Blue Ridge Community College","VA",1,"6500",42644,15437
"Bluefield University","VA",2,"13000",48896,41806
"Bridgewater College","VA",2,"17500",53453,56195
"William & Mary","VA",1,"15500",73490,41118
"Regent University","VA",2,"11000",44498,30550
"Central Virginia Community College","VA",1,"5500",36627,11638
"Christopher Newport University","VA",1,"19500",60509,32242
"Bryant & Stratton College-Virginia Beach","VA",2,"9500",32568,22769
"Mountain Gateway Community College","VA",1,"6500",34293,13076
"Danville Community College","VA",1,"6100",31664,14060
"Centura College-Virginia Beach","VA",3,"10054",25930,32123
"Emory & Henry University","VA",2,"18460",47385,52311
"Eastern Mennonite University","VA",2,"16750",54869,54378
"Eastern Shore Community College","VA",1,"PS",32418,11859
"Ferrum College","VA",2,"14250",44296,54506
"George Mason University","VA",1,"15750",76343,26972
"Germanna Community College","VA",1,"5500",39644,12278
"Hampden-Sydney College","VA",2,"19500",67640,67129
"Hampton University","VA",2,"19500",59159,45968
"Hollins University","VA",2,"22925",40075,57481
"J Sargeant Reynolds Community College","VA",1,"8000",39529,11919
"James Madison University","VA",1,"17272",69954,30213
"Brightpoint Community College","VA",1,"5500",41223,11686
"Liberty University","VA",2,"15943",44813,41707
"Longwood University","VA",1,"19000",52347,32870
"Laurel Ridge Community College","VA",1,"5982",41000,11552
"University of Lynchburg","VA",2,"22500",56380,48300
"Centra College","VA",2,"12000",60122,31771
"Mary Baldwin University","VA",2,"12250",44427,44435
"University of Mary Washington","VA",1,"16250",60613,29234
"Marymount University","VA",2,"20000",67516,55748
"Mountain Empire Community College","VA",1,"PS",32622,14516
"American National University","VA",3,"7567",26370,24065
"New River Community College","VA",1,"5998",40025,13477
"Tidewater Tech-Trades","VA",3,"9500",31657,29882
"Norfolk State University","VA",1,"17277",44666,26093
"Northern Virginia Community College","VA",1,"7000",53557,15821
"Old Dominion University","VA",1,"16300",54914,27180
"Patrick & Henry Community College","VA",1,"PS",33323,11242
"Paul D Camp Community College","VA",1,"5500",36031,11678
"Piedmont Virginia Community College","VA",1,"5500",40752,12435
"Radford University","VA",1,"17500",53739,26681
"Randolph-Macon College","VA",2,"22500",58448,61174
"Randolph College","VA",2,"17455",53409,43838
"Rappahannock Community College","VA",1,"PS",36121,12149
"Fortis College-Norfolk","VA",3,"9396",32754,35941
"Richard Bland College","VA",1,"5750",41452,19405
"University of Richmond","VA",2,"19000",76178,77290
"Riverside College of Health Careers","VA",2,"14250",66072,29743
"Roanoke College","VA",2,"22313",58047,54059
"Shenandoah University","VA",2,"19500",58433,50500
"Southern Virginia University","VA",2,"14250",50002,33066
"Southside Virginia Community College","VA",1,"PS",32371,13401
"Southwest Virginia Community College","VA",1,"PS",34221,15885
"Sweet Briar College","VA",2,"21000",51943,41832
"Virginia Peninsula Community College","VA",1,"7130",37996,12945
"Tidewater Community College","VA",1,"5810",38349,15291
"University of Virginia's College at Wise","VA",1,"10695",45325,24315
"Virginia Highlands Community College","VA",1,"PS",32681,11985
"Virginia Polytechnic Institute and State University","VA",1,"19000",81698,32040
"Virginia Western Community College","VA",1,"7200",38787,11892
"Virginia Commonwealth University","VA",1,"17021",58128,34346
"University of Virginia-Main Campus","VA",1,"15153",86863,38132
"Virginia Military Institute","VA",1,"19000",77369,33738
"Virginia University of Lynchburg","VA",2,"9859",28396,25548
"Virginia State University","VA",1,"17500",45543,24173
"Virginia Union University","VA",2,"22500",38275,34960
"Virginia Wesleyan University","VA",2,"14000",50074,51192
"Washington and Lee University","VA",2,"16617",94810,82990
"Wytheville Community College","VA",1,"6000",34303,11952
"Bellevue College","WA",1,"8282",56310,19798
"Bellingham Technical College","WA",1,"9500",49748,14885
"Big Bend Community College","WA",1,"6832",43814,19691
"Central Washington University","WA",1,"13000",61580,25148
"Centralia College","WA",1,"PS",43140,17550
"City University of Seattle","WA",2,"14091",69460,35049
"Clark College","WA",1,"6666",42356,17485
"Clover Park Technical College","WA",1,"9063",41787,13974
"Columbia Basin College","WA",1,"7506",46680,17357
"Cornish College of the Arts","WA",2,"20610",33696,55150
"Eastern Washington University","WA",1,"14053",57897,22772
"Edmonds College","WA",1,"7442",48144,20380
"Everett Community College","WA",1,"6148",45434,19569
"The Evergreen State College","WA",1,"15000",45320,25934
"Pierce College District","WA",1,"8532",47532,17048
"Gonzaga University","WA",2,"20500",78892,69290
"Grays Harbor College","WA",1,"7665",40865,13677
"Green River College","WA",1,"7125",50712,20074
"Heritage University","WA",2,"11925",49416,29632
"Highline College","WA",1,"6113",47869,19642
"Bates Technical College","WA",1,"5563",50051,15805
"Lake Washington Institute of Technology","WA",1,"10356",50669,15351
"Lower Columbia College","WA",1,"6487",40691,16748
"North Seattle College","WA",1,"7000",47728,16377
"Northwest University","WA",2,"15000",54914,48442
"Olympic College","WA",1,"8000",43169,15380
"Pacific Lutheran University","WA",2,"17074",66990,62921
"Peninsula College","WA",1,"9000",37078,13974
"University of Puget Sound","WA",2,"19250",69594,75509
"Renton Technical College","WA",1,"6993",49782,15067
"Saint Martin's University","WA",2,"15625",62092,56353
"South Seattle College","WA",1,"5478",44486,15497
"Seattle Central College","WA",1,"8943",43307,15104
"Seattle Pacific University","WA",2,"16946",64506,53986
"Seattle University","WA",2,"16658",75272,68633
"Shoreline Community College","WA",1,"7123",52009,18499
"Skagit Valley College","WA",1,"8798",43505,14326
"South Puget Sound Community College","WA",1,"6334",45039,17864
"Spokane Community College","WA",1,"8625",41984,14083
"Spokane Falls Community College","WA",1,"7645",38955,14536
"Tacoma Community College","WA",1,"7718",47168,16197
"Walla Walla Community College","WA",1,"9500",43526,17580
"Walla Walla University","WA",2,"19306",61885,44075
"Washington State University","WA",1,"14853",68905,27176
"University of Washington-Seattle Campus","WA",1,"12375",78466,30282
"Wenatchee Valley College","WA",1,"7046",41127,20346
"Western Washington University","WA",1,"13500",62569,28305
"Whatcom Community College","WA",1,"8000",44092,18173
"Whitman College","WA",2,"12000",67589,75042
"Whitworth University","WA",2,"18000",58561,65711
"Yakima Valley College","WA",1,"8834",43499,19374
"Appalachian Bible College","WV",2,"6767",37467,29451
"Bethany College","WV",2,"23750",44512,49137
"Bluefield State University","WV",1,"12038",38217,20747
"University of Charleston","WV",2,"12666",55774,44031
"Concord University","WV",1,"11250",42703,18969
"Davis & Elkins College","WV",2,"17057",43411,44322
"Fairmont State University","WV",1,"12500",46857,18091
"Glenville State University","WV",1,"11123",39315,22974
"Huntington Junior College","WV",2,"17321",21783,16788
"Marshall University","WV",1,"16750",46354,21299
"West Virginia University at Parkersburg","WV",1,"8250",35171,10643
"Potomac State College of West Virginia University","WV",1,"15500",55939,15593
"Salem University","WV",3,"7405",34642,21792
"Shepherd University","WV",1,"14297",49358,19863
"Southern West Virginia Community and Technical College","WV",1,"5750",32153,15702
"West Virginia State University","WV",1,"15250",40492,19906
"West Liberty University","WV",1,"16000",43296,23526
"West Virginia University Institute of Technology","WV",1,"15500",55939,18343
"West Virginia Wesleyan College","WV",2,"15750",51593,47374
"West Virginia Junior College-Charleston","WV",3,"7195",27472,22745
"West Virginia Junior College-Morgantown","WV",3,"8178",31912,24486
"West Virginia Northern Community College","WV",1,"6000",30162,11196
"West Virginia University","WV",1,"15500",55939,23678
"Wheeling University","WV",2,"15375",57949,41265
"Alverno College","WI",2,"22000",53145,44163
"Madison Area Technical College","WI",1,"8728",45413,17215
"Bellin College","WI",2,"15000",76222,32000
"Beloit College","WI",2,"22773",53260,68653
"Blackhawk Technical College","WI",1,"5250",41620,15114
"Carroll University","WI",2,"22000",58009,49935
"Carthage College","WI",2,"19500",56950,47980
"Concordia University-Wisconsin","WI",2,"19500",56075,51718
"Edgewood College","WI",2,"19000",59728,48450
"Fox Valley Technical College","WI",1,"5834",45684,15647
"Gateway Technical College","WI",1,"8000",40264,14604
"Lakeland University","WI",2,"19500",55961,45751
"Lakeshore Technical College","WI",1,"5250",47113,14163
"Lawrence University","WI",2,"19500",55789,67824
"Maranatha Baptist University","WI",2,"12375",45593,33496
"Marian University","WI",2,"17340",53501,40733
"Marquette University","WI",2,"20500",78257,63233
"Mid-State Technical College","WI",1,"5112",42253,15448
"Milwaukee Area Technical College","WI",1,"9248",41113,17209
"Milwaukee Institute of Art & Design","WI",2,"15750",41174,52646
"Milwaukee School of Engineering","WI",2,"24500",89070,60439
"Moraine Park Technical College","WI",1,"5500",44371,14095
"Mount Mary University","WI",2,"19000",48745,47328
"Nicolet Area Technical College","WI",1,"3500",38643,14084
"Northcentral Technical College","WI",1,"5250",44925,15897
"Northeast Wisconsin Technical College","WI",1,"8887",44553,15603
"Northland College","WI",2,"15500",44560,54375
"Ripon College","WI",2,"19500",54902,61495
"Saint Norbert College","WI",2,"21500",58363,56194
"Southwest Wisconsin Technical College","WI",1,"5500",43470,15282
"Viterbo University","WI",2,"19500",55660,44123
"Chippewa Valley Technical College","WI",1,"8000",46297,16283
"Waukesha County Technical College","WI",1,"9500",46894,14281
"Western Technical College","WI",1,"6917",45303,15548
"University of Wisconsin-Whitewater","WI",1,"16241",55356,18661
"Northwood Technical College","WI",1,"5500",43406,14116
"University of Wisconsin-Eau Claire","WI",1,"13000",58561,21014
"University of Wisconsin-Green Bay","WI",1,"11250",52528,18161
"University of Wisconsin-La Crosse","WI",1,"18000",60378,18115
"Wisconsin Lutheran College","WI",2,"19500",54664,47026
"University of Wisconsin-Oshkosh","WI",1,"12500",55548,19063
"University of Wisconsin-Parkside","WI",1,"14000",51129,16768
"Herzing University-Madison","WI",2,"11756",36909,26687
"University of Wisconsin-Stout","WI",1,"16000",58084,21618
"University of Wisconsin-Superior","WI",1,"14055",49606,18415
"University of Wisconsin-Madison","WI",1,"18058",73792,27770
"University of Wisconsin-Milwaukee","WI",1,"15250",54990,22174
"University of Wisconsin-Platteville","WI",1,"15000",61760,20049
"University of Wisconsin-River Falls","WI",1,"14865",54458,19576
"University of Wisconsin-Stevens Point","WI",1,"14674",52021,18804
"Casper College","WY",1,"6500",40935,13593
"Central Wyoming College","WY",1,"5500",34402,17894
"Eastern Wyoming College","WY",1,"4500",37121,14943
"Laramie County Community College","WY",1,"7015",44783,12722
"Northwest College","WY",1,"6500",36950,15710
"Northern Wyoming Community College District","WY",1,"5500",40477,15914
"Western Wyoming Community College","WY",1,"4500",40939,15333
"University of Wyoming","WY",1,"12000",56880,22371
"American Samoa Community College","AS",1,"PS",30087,10560
"Guam Community College","GU",1,"PS",27820,10615
"University of Guam","GU",1,"12500",35946,15155
"Northern Marianas College","MP",1,"PS",27836,9939
"American Educational College","PR",3,"PS",17172,10472
"Universidad Adventista de las Antillas","PR",2,"11725",28465,14855
"Atlantic University","PR",2,"4500",25272,12363
"Universidad Central de Bayamon","PR",2,"7250",25021,11164
"Columbia Central University-Caguas","PR",3,"5001",23134,12377
"Albizu University-San Juan","PR",2,"5000",41544,19676
"Caribbean University-Bayamon","PR",2,"7000",22842,9748
"Caribbean University-Carolina","PR",2,"7000",22842,10784
"Pontifical Catholic University of Puerto Rico-Arecibo","PR",2,"11337",24908,16058
"Pontifical Catholic University of Puerto Rico-Ponce","PR",2,"11337",24908,17106
"CEM College-San Juan","PR",3,"3700",21033,18668
"Universidad Teologica del Caribe","PR",2,"5750",23536,14285
"Colegio Universitario de San Juan","PR",1,"PS",26510,6362
"Universidad Ana G. Mendez-Cupey Campus","PR",2,"10006",24490,14154
"Puerto Rico Conservatory of Music","PR",1,"8750",19474,7920
"EDP University of Puerto Rico Inc-San Sebastian","PR",2,"10500",22844,13701
"Escuela de Artes Plasticas y Diseno de Puerto Rico","PR",1,"PS",21790,8277
"Instituto Tecnologico de Puerto Rico-Recinto de Manati","PR",1,"PS",26293,5684
"Huertas College","PR",3,"6625",22927,14265
"Humacao Community College","PR",2,"PS",20064,9849
"ICPR Junior College-Arecibo","PR",3,"PS",18694,13056
"ICPR Junior College-Mayaguez","PR",3,"PS",18694,13419
"Instituto Tecnologico de Puerto Rico-Recinto de Guayama","PR",1,"PS",26293,9568
"Instituto Tecnologico de Puerto Rico-Recinto de San Juan","PR",1,"PS",26293,4274
"Inter American University of Puerto Rico-San German","PR",2,"7000",25416,15442
"Inter American University of Puerto Rico-Aguadilla","PR",2,"5500",24776,14449
"Inter American University of Puerto Rico-Arecibo","PR",2,"6750",24539,14628
"Inter American University of Puerto Rico-Barranquitas","PR",2,"3500",23204,14358
"Inter American University of Puerto Rico-Metro","PR",2,"8666",30821,15252
"Inter American University of Puerto Rico-Ponce","PR",2,"4850",26721,14845
"Inter American University of Puerto Rico-Fajardo","PR",2,"5500",23132,14991
"Inter American University of Puerto Rico-Guayama","PR",2,"6775",25827,15791
"Inter American University of Puerto Rico-Bayamon","PR",2,"5500",29936,14935
"Liceo de Arte y Tecnologia","PR",3,"3599",26733,23374
"NUC University","PR",3,"9500",24785,13778
"University of Puerto Rico-Aguadilla","PR",1,"5500",27997,14727
"University of Puerto Rico-Arecibo","PR",1,"4500",30512,18320
"University of Puerto Rico-Bayamon","PR",1,"5500",34409,12527
"University of Puerto Rico-Carolina","PR",1,"4500",30626,21072
"University of Puerto Rico at Cayey","PR",1,"5000",30958,15746
"University of Puerto Rico-Humacao","PR",1,"5500",29521,19404
"University of Puerto Rico-Utuado","PR",1,"3500",23906,18868
"University of Puerto Rico-Mayaguez","PR",1,"8000",48992,19190
"University of Puerto Rico at Ponce","PR",1,"5500",31394,14399
"University of Puerto Rico-Rio Piedras","PR",1,"5500",35723,13337
"Universidad Ana G. Mendez-Carolina Campus","PR",2,"10000",24328,13837
"Universidad del Sagrado Corazon","PR",2,"11250",31754,19550
"Universidad Central Del Caribe","PR",2,"7050",31468,14697
"Universidad Politecnica de Puerto Rico","PR",2,"12830",47540,21894
"Pontifical Catholic University of Puerto Rico-Mayaguez","PR",2,"11337",24908,15334
"Universidad Ana G. Mendez-Gurabo Campus","PR",2,"9000",26223,14081
"College of Micronesia-FSM","FM",1,"PS",24651,10519
"Palau Community College","PW",1,"PS",29898,9408
"University of the Virgin Islands","VI",1,"9500",38681,16582
"Stanford University","CA",2,"9851",124080,82162
"Purdue University-Main Campus","IN",1,"15000",72424,22567
"Parker University","TX",2,"9500",42091,35819
"EDP University of Puerto Rico Inc-San Juan","PR",2,"10500",22844,12983
"ICPR Junior College","PR",3,"PS",18694,13170
"Georgia State University-Perimeter College","GA",1,"11750",47384,16117
"Georgia Piedmont Technical College","GA",1,"9500",34619,15977
"Warren County Community College","NJ",1,"6499",43359,10510
"St. John's College","NM",2,"13500",44985,53018
"Mid-America Christian University","OK",2,"15444",46116,30612
"Palo Alto College","TX",1,"6779",37448,10911
"Athens Technical College","GA",1,"PS",35951,13425
"Beckfield College-Florence","KY",3,"13722",37114,32665
"Dorsey College-Wayne","MI",3,"9500",29392,31514
"Sussex County Community College","NJ",1,"6000",44664,14375
"Landmark College","VT",2,"8875",29813,81895
"Collin County Community College District","TX",1,"4500",48701,14409
"Owensboro Community and Technical College","KY",1,"5500",35798,12483
"ECPI University","VA",3,"13915",42837,27999
"Fortis Institute-Forty Fort","PA",3,"8063",30224,25358
"Laurel Business Institute","PA",3,"9500",30819,15304
"Aviation Institute of Maintenance-Philadelphia","PA",3,"21875",42785,27501
"Dorsey College-Roseville","MI",3,"9500",29392,30912
"Southern Union State Community College","AL",1,"6250",36597,15417
"South University-Columbia","SC",3,"13000",34421,31298
"Lac Courte Oreilles Ojibwe University","WI",1,"PS",24302,16228
"Platt College-Los Angeles","CA",3,"15215",40669,33216
"Platt College-Aurora","CO",3,"33443",77602,44255
"Northwestern College","IL",3,"9569",37871,30552
"St Charles Community College","MO",1,"4832",42422,13249
"University of Massachusetts Global","CA",1,"18750",65703,33365
"New College of Florida","FL",1,"12000",48082,20732
"Luna Community College","NM",1,"3855",32461,11547
"Yeshivah Gedolah Rabbinical College","FL",2,"PS",30667,18200
"Caribbean University-Ponce","PR",2,"7000",22842,10042
"Caribbean University-Vega Baja","PR",2,"7000",22842,9920
"University of Advancing Technology","AZ",3,"12000",50719,31353
"Paradise Valley Community College","AZ",1,"4500",47196,19032
"Chandler-Gilbert Community College","AZ",1,"4500",51111,17377
"Pennsylvania College of Technology","PA",1,"15250",52567,32595
"Commonwealth Institute of Funeral Service","TX",2,"7125",37786,43890
"Stone Child College","MT",1,"PS",24555,13607
"Suffolk County Community College","NY",1,"5500",49907,11626
"Las Positas College","CA",1,"5639",51088,14810
"Ogeechee Technical College","GA",1,"7328",31248,15527
"Remington College-Mobile Campus","AL",2,"9500",31349,32615
"Southern Technical College","FL",3,"9897",36155,27949
"California State University-San Marcos","CA",1,"13500",62908,21144
